[rosmaster.main][INFO] 2016-12-02 02:20:54,641: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-12-02 02:20:54,641: Starting ROS Master Node
[rosmaster.master][INFO] 2016-12-02 02:20:55,160: +SERVICE [/controller_spawner_MysticLakeLinux_14829_4854955791025789176/set_logger_level] /controller_spawner_MysticLakeLinux_14829_4854955791025789176 http://MysticLakeLinux:46635/
[rosmaster.master][INFO] 2016-12-02 02:20:55,245: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:20:55,316: +PUB [/clock] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,317: +SERVICE [/gazebo/spawn_gazebo_model] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,318: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,318: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,319: +SERVICE [/gazebo/delete_model] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,320: +SERVICE [/gazebo/get_model_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,321: +SERVICE [/gazebo/get_model_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,321: +SERVICE [/gazebo/get_world_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,322: +SERVICE [/gazebo/get_joint_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,323: +SERVICE [/gazebo/get_link_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,324: +SERVICE [/gazebo/get_link_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,324: +SERVICE [/gazebo/get_physics_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,325: +PUB [/gazebo/link_states] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,326: +PUB [/gazebo/model_states] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,326: +SERVICE [/gazebo/set_link_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,327: +SERVICE [/gazebo/set_physics_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,328: +SERVICE [/gazebo/set_model_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,329: +SERVICE [/gazebo/set_model_configuration] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,329: +SERVICE [/gazebo/set_joint_properties] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,330: +SERVICE [/gazebo/set_link_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,333: +SUB [/gazebo/set_link_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,336: +SUB [/gazebo/set_model_state] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,337: +SERVICE [/gazebo/pause_physics] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,338: +SERVICE [/gazebo/unpause_physics] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,338: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,339: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,340: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,341: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,341: +SERVICE [/gazebo/reset_simulation] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,341: +SERVICE [/gazebo/reset_world] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,342: +PARAM [/use_sim_time] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:55,345: publisherUpdate[/clock] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:20:55,347: publisherUpdate[/clock] -> http://MysticLakeLinux:36161/
[rosmaster.master][INFO] 2016-12-02 02:20:55,347: publisherUpdate[/clock] -> http://MysticLakeLinux:44554/
[rosmaster.master][INFO] 2016-12-02 02:20:55,348: publisherUpdate[/clock] -> http://MysticLakeLinux:41836/
[rosmaster.master][INFO] 2016-12-02 02:20:55,352: publisherUpdate[/clock] -> http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,352: publisherUpdate[/clock] -> http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:55,353: publisherUpdate[/clock] -> http://MysticLakeLinux:46635/
[rosmaster.master][INFO] 2016-12-02 02:20:55,370: +SUB [/multisense/camera/left/image_rect_color] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,374: +SUB [/multisense/camera/left/camera_info] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,381: +SUB [/multisense/camera/right/camera_info] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,385: +SUB [/multisense/camera/disparity] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,397: +SUB [/multisense/camera/left/image_color] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,416: +SUB [/multisense/camera/left/image_rect] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,422: +SUB [/multisense/camera/right/image_rect] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,431: +SUB [/multisense/camera/left/image_raw] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,446: +SUB [/multisense/camera/left/image_mono] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,456: +SUB [/multisense/camera/right/image_mono] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:55,478: +SUB [/multisense/camera/right/image_raw] /multisense/camera/stereo_proc http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:20:56,154: +SUB [/srcsim/qual1/start] /gazebo http://MysticLakeLinux:45519/
